title,genre,gross,release_year
Miss Congeniality 2: Armed and Fabulous,Comedy,48478006,1942
Mission: Impossible 2,Action,215409889,1990
Mission: Impossible III,Action,133501348,1936
Miss Congeniality,Comedy,106807667,1994
The Missing,Western,26900336,1920
Mighty Joe Young,Adventure,50632037,1932
The Majestic,Drama,27796042,1991
Martin Lawrence Live: RunTelDat,Concert/Performance,19184820,1915
Malibu's Most Wanted,Comedy,34308901,1968
Must Love Dogs,Romantic Comedy,43894863,1948
Mission to Mars,Adventure,60874615,1990
MirrorMask,Drama,864959,1922
Mumford,Comedy,4559569,1991
Mindhunters,Thriller/Suspense,4476235,1957
Captain Corelli's Mandolin,Drama,25528495,1942
Manderlay,Drama,74205,1989
Midnight in the Garden of Good and Evil,Drama,25078937,1948
The Man in the Iron Mask,Adventure,56968169,1920
Monster-in-Law,Comedy,82931301,1910
Moonlight Mile,Drama,6830957,1959
Mona Lisa Smile,Drama,63803100,1928
Monster's Ball,Drama,31273922,1951
MoliËre,Comedy,635733,1912
Monster House,Adventure,73661010,1921
Mononoke-hime,Adventure,2374107,1969
Monsoon Wedding,Comedy,13876974,1912
Monster,Drama,34469210,1941
"Monsters, Inc.",Adventure,255870172,1976
Money Talks,Action,41076865,1947
Moon,Thriller/Suspense,5010163,1998
Welcome to Mooseport,Comedy,14469428,1958
The Mothman Prophecies,Thriller/Suspense,35228696,1994
Moulin Rouge,Musical,57386369,1910
Me and Orson Welles,Drama,1190003,1935
Meet the Fockers,Comedy,279167575,1988
Meet the Parents,Comedy,166225040,1958
Mr. 3000,Comedy,21800302,1948
The Miracle,Drama,64378093,1974
Minority Report,Action,132024714,1926
The Fantastic Mr. Fox,Adventure,20999103,1968
Mr. Nice Guy,Action,12716953,1980
Mrs. Henderson Presents,Comedy,11036366,1992
Mortal Kombat: Annihilation,Action,35927406,1937
Marvin's Room,Drama,12803305,1960
Miracle at St. Anna,Drama,7916887,1949
Mouse Hunt,Comedy,61894591,1968
Masked and Anonymous,Drama,533344,1982
Miss Potter,Drama,3005605,1982
Meet the Spartans,Comedy,38233676,1946
"Mystery, Alaska",Comedy,8891623,1965
Match Point,Thriller/Suspense,23089926,1960
A Mighty Heart,Drama,9176787,1991
Metropolis (2002),Adventure,673414,1900
The Matrix Reloaded,Action,281553689,1952
The Matrix Revolutions,Action,139259759,1978
The Mudge Boy,Drama,62544,1990
Mulan,Adventure,120620254,1926
Mulholland Drive,Drama,7219578,1930
The Mummy,Adventure,155385488,1940
The Mummy Returns,Adventure,202007640,1942
The Mummy: Tomb of the Dragon Emperor,Adventure,102491776,1933
Munich,Drama,47379090,1930
Muppets From Space,Comedy,16304786,1968
Murder by Numbers,Thriller/Suspense,31874869,1940
The Muse,Comedy,11614954,1920
Night at the Museum,Comedy,250863268,1953
The Musketeer,Adventure,27053815,1900
Music and Lyrics,Romantic Comedy,50572589,1975
The Merchant of Venice,Drama,3765585,1954
Miami Vice,Action,63478838,1968
Monsters vs. Aliens,Adventure,198351526,1951
A Mighty Wind,Comedy,17583468,1989
The Mexican,Action,66808615,1995
My Best Friend's Wedding,Comedy,126813153,1983
"Dude, Where's My Car?",Comedy,46729374,1939
My Dog Skip,Drama,34099640,1974
My Date With Drew,Documentary,181041,1957
Me and You and Everyone We Know,Drama,3885134,1964
My Favorite Martian,Comedy,36850101,1914
My Fellow Americans,Comedy,22331846,1944
My Sister's Keeper,Drama,49200230,1969
My Summer of Love,Drama,1000915,1985
The Mystery Men,Comedy,29762011,1980
Mystic River,Drama,90135191,1960
Nacho Libre,Comedy,80197993,1948
Narc,Thriller/Suspense,10465659,1981
The Chronicles of Narnia: Prince Caspian,Adventure,141621490,1940
National Treasure,Adventure,173005002,1917
The Nativity Story,Drama,37629831,1937
Never Back Down,Action,24850922,1959
Into the Blue,Adventure,18782227,1976
No Country for Old Men,Action,74273505,1998
The Incredibles,Adventure,261441092,1984
The Negotiator,Action,44705766,1956
A Nightmare on Elm Street,Horror,63075011,1934
Not Easily Broken,Drama,10572742,1987
The New Guy,Comedy,28972187,1952
The Newton Boys,Drama,10341093,1960
The Next Best Thing,Drama,14983572,1933
Northfork,Drama,1420578,1989
In Good Company,Comedy,45489752,1985
Notting Hill,Romantic Comedy,116089678,1991
Little Nicky,Comedy,39442871,1929
Nicholas Nickleby,Drama,1562800,1993
Nim's Island,Adventure,48006762,1979
Ninja Assassin,Action,38122883,1966
The Ninth Gate,Thriller/Suspense,18653746,1986
Never Let Me Go,Drama,186830,1950
Lucky Numbers,Comedy,10014234,1990
Night at the Museum: Battle of the Smithsonian,Comedy,177243721,1977
Nick and Norah's Infinite Playlist,Drama,31487293,1967
Notorious,Drama,36842118,1995
No End In Sight,Documentary,1433319,1914
Nomad,Drama,79123,1920
No Man's Land,Drama,1067481,1975
No Reservations,Romantic Comedy,43107979,1982
The Notebook,Drama,81001787,1935
November,Drama,191862,1935
Novocaine,Comedy,2025238,1960
Nowhere in Africa,Drama,6173485,1945
Napoleon Dynamite,Comedy,44540956,1984
North Country,Drama,18324242,1961
The Namesake,Drama,13610521,1952
Inside Deep Throat,Documentary,691880,1998
Intolerable Cruelty,Romantic Comedy,35327628,1953
The Interpreter,Thriller/Suspense,72708161,1985
The Night Listener,Drama,7836393,1967
The International,Thriller/Suspense,25450527,1966
The Number 23,Thriller/Suspense,35193167,1958
Nurse Betty,Black Comedy,25170054,1976
Jimmy Neutron: Boy Genius,Adventure,80936232,1936
Nutty Professor II: The Klumps,Comedy,123307945,1969
Never Again,Romantic Comedy,307631,1954
Finding Neverland,Drama,51676606,1974
Into the Wild,Drama,18354356,1910
The New World,Adventure,12712093,1980
Nochnoy dozor,Action,1502188,1959
New York Minute,Comedy,14018364,1950
The Object of my Affection,Romantic Comedy,29145924,1980
Orange County,Comedy,41059716,1920
Ocean's Eleven,Comedy,183417150,1932
Ocean's Twelve,Adventure,125531634,1946
Ocean's Thirteen,Adventure,117144465,1943
Oceans,Documentary,19422319,1942
Office Space,Black Comedy,10827813,1976
White Oleander,Drama,16357770,1988
The Omen,Horror,54607383,1980
Any Given Sunday,Drama,75530832,1920
Once,Drama,9445857,1986
Once in a Lifetime: the Extraordinary Story of the New York Cosmos,Documentary,144601,1954
One Hour Photo,Drama,31597131,1964
One True Thing,Drama,23337196,1957
Ong-Bak 2,Action,102458,1970
On the Line,Romantic Comedy,4356743,1962
One Night with the King,Drama,13395961,1944
Opal Dreams,Drama,14443,1945
Open Season,Adventure,85105259,1926
Open Water,Thriller/Suspense,30500882,1955
Open Range,Western,58328680,1966
The Order,Thriller/Suspense,7659747,1969
Orgazmo,Comedy,582024,1938
Original Sin,Thriller/Suspense,16521410,1969
Osama,Drama,1127331,1928
Oscar and Lucinda,Drama,1612957,1942
Old School,Comedy,75155000,1969
Osmosis Jones,Comedy,13596911,1969
American Outlaws,Western,13264986,1935
Oliver Twist,Drama,2070920,1971
Out Cold,Comedy,13906394,1967
Outlander,Adventure,166003,1900
Out of Sight,Drama,37562568,1939
Out of Time,Thriller/Suspense,41083108,1972
The Out-of-Towners,Comedy,28544120,1987
Owning Mahowny,Drama,1011054,1980
The Pacifier,Comedy,113006880,1987
El Laberinto del Fauno,Horror,37634615,1967
The Passion of the Christ,Drama,370782930,1975
Patch Adams,Comedy,135041968,1930
Payback,Action,81526121,1930
Paycheck,Thriller/Suspense,53789313,1929
Max Payne,Action,40687294,1964
The Princess Diaries 2: Royal Engagement,Romantic Comedy,95149435,1997
The Princess Diaries,Comedy,108244774,1996
The Peacemaker,Action,41263140,1988
Peter Pan,Adventure,48417850,1958
A Perfect Getaway,Thriller/Suspense,15515460,1993
Phat Girlz,Romantic Comedy,7061128,1927
Poolhall Junkies,Drama,563711,1929
The Phantom of the Opera,Musical,51225796,1989
Phone Booth,Thriller/Suspense,46566212,1900
The Pianist,Drama,32519322,1961
The Pink Panther,Comedy,82226474,1920
Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,305411224,1966
Pirates of the Caribbean: Dead Man's Chest,Adventure,423315812,1978
Pirates of the Caribbean: At World's End,Adventure,309420425,1963
The Chronicles of Riddick,Adventure,57712751,1914
Pitch Black,Horror,39235088,1911
Play it to the Bone,Comedy,8427204,1940
Screwed,Comedy,6982680,1935
Percy Jackson & the Olympians: The Lightning Thief,Adventure,88761720,1946
"Paris, je t'aime",Drama,4857374,1919
Princess Kaiulani,Drama,883454,1992
Lake Placid,Thriller/Suspense,31770413,1920
The Back-up Plan,Romantic Comedy,37490007,1996
The Pledge,Drama,19719930,1974
Proof of Life,Action,32598931,1915
Pollock,Drama,8596914,1975
Planet of the Apes,Adventure,180011740,1910
Planet 51,Adventure,42194060,1913
The Adventures of Pluto Nash,Comedy,4411102,1927
The Players Club,Drama,23047939,1996
Paranormal Activity,Horror,107918810,1991
The Pineapple Express,Comedy,87341380,1972
Pinocchio,Adventure,3681811,1968
Pandorum,Horror,10330853,1954
The Punisher,Action,33664370,1939
Pokemon 2000,Adventure,43746923,1994
Pokemon 3: The Movie,Adventure,17052128,1956
The Polar Express,Adventure,181320597,1931
Along Came Polly,Romantic Comedy,88073507,1925
Gake no ue no Ponyo,Adventure,15090399,1940
Pootie Tang,Comedy,3293258,1900
Poseidon,Adventure,60674817,1955
Possession,Drama,10103647,1955
Peter Pan: Return to Neverland,Adventure,48430258,1929
Practical Magic,Comedy,46850558,1934
The Devil Wears Prada,Comedy,124740460,1929
The Boat That Rocked,Comedy,8017467,1936
Paparazzi,Thriller/Suspense,15712072,1998
Primary Colors,Comedy,39017984,1990
Precious (Based on the Novel Push by Sapphire),Drama,47566524,1913
Pride and Glory,Drama,15740721,1910
Pride and Prejudice,Drama,38372662,1921
The Road to Perdition,Drama,104054514,1937
Predators,Action,51920690,1976
Prefontaine,Drama,590817,1953
Perfume: The Story of a Murderer,Drama,2223293,1916
The Prince & Me,Romantic Comedy,28165882,1980
The Perfect Man,Romantic Comedy,16535005,1984
The Pursuit of Happyness,Drama,162586036,1979
Primer,Drama,424760,1921
Pearl Harbor,Action,198539855,1948
Premonition,Thriller/Suspense,47852604,1900
The Prince of Egypt,Adventure,101413188,1910
The Producers: The Movie Musical,Musical,19398532,1943
Prom Night,Horror,43869350,1996
Proof,Drama,7535331,1944
Panic Room,Thriller/Suspense,95308367,1916
The Proposal,Romantic Comedy,163958031,1992
Prince of Persia: Sands of Time,Action,90755643,1937
The Prestige,Thriller/Suspense,53089891,1952
The Postman,Action,17650704,1932
Psycho Beach Party,Comedy,267972,1944
Psycho,Horror,21541218,1959
The Patriot,Drama,113330342,1944
Public Enemies,Drama,97104620,1992
The Powerpuff Girls,Adventure,11411644,1922
Pulse,Horror,20264436,1950
Punch-Drunk Love,Comedy,17791031,1980
Punisher: War Zone,Action,8050977,1980
Push,Thriller/Suspense,31811527,1988
Pushing Tin,Comedy,8408835,1932
The Painted Veil,Drama,8060487,1951
Pay it Forward,Drama,33508922,1910
Queen of the Damned,Horror,30307804,1994
The Quiet American,Drama,12987647,1933
All the Queen's Men,Comedy,22723,1938
Quarantine,Horror,31691811,1993
The Queen,Drama,56441711,1991
Quest for Camelot,Adventure,22772500,1944
The Quiet,Drama,381420,1960
Quinceanera,Drama,1692693,1974
Rabbit-Proof Fence,Drama,6199600,1937
Radio,Drama,52333738,1943
The Rainmaker,Drama,45916769,1978
Rambo,Action,42754105,1924
Random Hearts,Drama,31054924,1960
Rugrats in Paris,Adventure,76501438,1940
Rugrats Go Wild,Adventure,39402572,1977
Ratatouille,Comedy,206445654,1933
Ray,Drama,75305995,1945
BloodRayne,Action,2405420,1928
Rollerball,Action,18990542,1940
Robin Hood,Action,105269730,1918
Robots,Adventure,128200012,1997
Runaway Bride,Romantic Comedy,152257509,1919
Racing Stripes,Comedy,49772522,1947
Rocky Balboa,Drama,70269899,1940
The Road to El Dorado,Adventure,50802661,1940
Riding Giants,Documentary,2276368,1979
Red Dragon,Thriller/Suspense,92955420,1914
The Reader,Drama,34192652,1987
The Reaping,Horror,25126214,1993
Rebound,Comedy,16809014,1974
Recess: School's Out,Comedy,36696761,1972
Redacted,Drama,65388,1984
Red-Eye,Thriller/Suspense,57891803,1985
Reign Over Me,Drama,19661987,1950
The Relic,Horror,33956608,1986
Religulous,Documentary,13011160,1916
Remember Me,Drama,19068240,1947
"Remember Me, My Love",Comedy,223878,1940
Rent,Musical,29077547,1988
The Replacements,Comedy,44737059,1956
The Replacement Killers,Action,19035741,1919
Resident Evil: Apocalypse,Horror,50740078,1952
Resident Evil: Extinction,Action,50648679,1960
Resident Evil: Afterlife 3D,Horror,46368993,1941
Resident Evil,Horror,40119709,1950
Return to Me,Romantic Comedy,32662299,1992
Revolutionary Road,Drama,22911480,1913
Be Kind Rewind,Comedy,11175164,1970
Reign of Fire,Action,43061982,1970
Reindeer Games,Action,23360779,1935
Rachel Getting Married,Drama,12796277,1997
The Rugrats Movie,Adventure,100494685,1980
Riding in Cars with Boys,Drama,29781453,1940
Ride With the Devil,Western,630779,1970
The Ring Two,Horror,75941727,1962
Rize,Documentary,3278611,1954
The Adventures of Rocky & Bullwinkle,Comedy,26000610,1939
All the Real Girls,Drama,549666,1997
Real Women Have Curves,Comedy,5853194,1986
Son of Rambow: A Home Movie,Comedy,1785505,1940
Romance and Cigarettes,Comedy,551002,1975
Reno 911!: Miami,Comedy,20342161,1990
Rounders,Drama,22921898,1953
Rendition,Thriller/Suspense,9736045,1960
The Rocker,Comedy,6409528,1960
Rock Star,Drama,16991902,1916
The Rookie,Drama,75600072,1996
Roll Bounce,Comedy,17380866,1970
Romeo Must Die,Action,55973336,1976
Ronin,Action,41610884,1943
The Ballad of Jack and Rose,Drama,712294,1964
Red Planet,Action,17480890,1983
Requiem for a Dream,Drama,3635482,1986
Rat Race,Comedy,56607223,1945
Rescue Dawn,Action,5490423,1992
The Real Cancun,Documentary,3816594,1994
Remember the Titans,Drama,115654751,1930
Righteous Kill,Thriller/Suspense,40081410,1987
Road Trip,Comedy,68525609,1978
The Ruins,Horror,17432844,1992
Rules of Engagement,Thriller/Suspense,61322858,1994
The Rundown,Action,47641743,1918
Running Scared,Action,6855137,1920
Running With Scissors,Comedy,6775659,1936
Rush Hour 2,Action,226164286,1971
Rush Hour 3,Action,140125968,1936
Rush Hour,Action,141186864,1972
Rushmore,Black Comedy,17105219,1962
R.V.,Comedy,71724497,1996
Ravenous,Horror,2062406,1912
Raise Your Voice,Drama,10411980,1980
Hotel Rwanda,Drama,23519128,1994
Sahara,Adventure,68671925,1992
The Saint,Action,61363304,1969
The Salon,Comedy,139084,1947
I Am Sam,Drama,40270895,1952
The Salton Sea,Thriller/Suspense,676698,1991
Sex and the City 2,Comedy,95347692,1959
Saved!,Comedy,8886160,1988
Saving Silverman,Comedy,19351569,1959
Saw,Horror,55185045,1929
Saw II,Horror,87025093,1977
Saw III,Horror,80238724,1987
Saw IV,Horror,63300095,1983
Saw V,Horror,56746769,1926
Saw VI,Horror,27693292,1925
Say It Isn't So,Comedy,5516708,1970
Say Uncle,Comedy,5361,1942
The Adventures of Sharkboy and Lavagirl in 3-D,Adventure,39177684,1995
Seabiscuit,Drama,120277854,1916
A Scanner Darkly,Thriller/Suspense,5501616,1975
Scary Movie 2,Comedy,71277420,1938
Scary Movie 3,Comedy,110000082,1941
Scary Movie 4,Comedy,90710620,1929
Scooby-Doo 2: Monsters Unleashed,Comedy,84185387,1941
Scooby-Doo,Comedy,153294164,1926
About Schmidt,Drama,65005217,1956
The School of Rock,Comedy,81261177,1961
School for Scoundrels,Comedy,17807569,1967
Scoop,Romantic Comedy,10525717,1944
The Score,Thriller/Suspense,71069884,1950
Scream,Horror,103046663,1922
Scream 2,Horror,101363301,1964
Scream 3,Horror,89138076,1980
The Scorpion King,Action,90580000,1938
George A. Romero's Survival of the Dead,Horror,101740,1930
Stardust,Adventure,38634938,1935
Mar adentro,Drama,2086345,1984
Selena,Drama,35450113,1958
The Sentinel,Thriller/Suspense,36280697,1938
September Dawn,Western,901857,1948
You Got Served,Drama,40066497,1961
Serving Sara,Romantic Comedy,16930185,1984
Seven Years in Tibet,Drama,37945884,1917
Sex and the City,Comedy,152647258,1989
Swordfish,Action,69772969,1915
Something's Gotta Give,Romantic Comedy,124685242,1955
Sugar Town,Comedy,178095,1994
Shadow of the Vampire,Drama,8279017,1988
Shaft,Action,70327868,1945
The Shaggy Dog,Comedy,61123569,1915
Scary Movie,Comedy,157019771,1933
Shaun of the Dead,Comedy,13542874,1932
Shortbus,Comedy,1985292,1921
She's All That,Romantic Comedy,63465522,1968
She's the Man,Romantic Comedy,33889159,1996
Sherrybaby,Drama,199176,1952
Shallow Hal,Romantic Comedy,70836296,1958
Silent Hill,Horror,46982632,1910
Shutter Island,Thriller/Suspense,128012934,1974
Shakespeare in Love,Romantic Comedy,100317794,1980
In the Shadow of the Moon,Documentary,1134358,1990
Sherlock Holmes,Adventure,209028679,1962
She's Out of My League,Romantic Comedy,31628317,1960
Shooter,Thriller/Suspense,47003582,1942
Shrek,Adventure,267655011,1940
Shrek 2,Adventure,441226247,1923
Shrek the Third,Adventure,322719944,1965
Shrek Forever After,Adventure,238395990,1956
Shark Tale,Adventure,160861908,1920
Shattered Glass,Drama,2207975,1978
Stealing Harvard,Comedy,13973532,1968
Showtime,Comedy,37948765,1964
Sicko,Documentary,24538513,1962
The Siege,Action,40934175,1974
Signs,Thriller/Suspense,227965690,1960
Simon Birch,Drama,18253415,1998
A Simple Wish,Comedy,8165213,1936
The Simpsons Movie,Comedy,183135014,1956
Sinbad: Legend of the Seven Seas,Adventure,26483452,1938
Sin City,Action,74103820,1910
The Singing Detective,Comedy,336456,1990
The Sixth Sense,Thriller/Suspense,293506292,1921
Super Size Me,Documentary,11529368,1954
The Skeleton Key,Horror,47907715,1922
The Skulls,Thriller/Suspense,35007180,1916
Sky High,Adventure,63939454,1918
Slackers,Comedy,4814244,1956
Ready to Rumble,Comedy,12372410,1976
Soldier,Action,14623082,1949
Sleepy Hollow,Horror,101068340,1929
Lucky Number Slevin,Thriller/Suspense,22495466,1993
The Secret Life of Bees,Drama,37766350,1960
Hannibal,Horror,165092266,1937
Southland Tales,Musical,275380,1946
Slow Burn,Thriller/Suspense,1237615,1965
Sleepover,Comedy,9408183,1969
The Bridge of San Luis Rey,Drama,49981,1957
Slither,Horror,7802450,1912
Slumdog Millionaire,Drama,141319928,1900
Slums of Beverly Hills,Comedy,5502773,1993
Small Soldiers,Comedy,55143823,1994
Mr. And Mrs. Smith,Action,186336279,1916
Smokin' Aces,Comedy,35662731,1935
Someone Like You,Romantic Comedy,27338033,1946
Death to Smoochy,Black Comedy,8355815,1921
Simply Irresistible,Romantic Comedy,4398989,1946
Summer Catch,Comedy,19693891,1938
There's Something About Mary,Romantic Comedy,176484651,1996
Snake Eyes,Thriller/Suspense,55591409,1962
Snakes on a Plane,Thriller/Suspense,34020814,1987
Lemony Snicket's A Series of Unfortunate Events,Comedy,118627117,1925
House of Sand and Fog,Drama,13005485,1965
A Sound of Thunder,Action,1900451,1937
See No Evil,Horror,15032800,1913
The Shipping News,Drama,11405825,1919
Shanghai Knights,Adventure,60470220,1980
Shanghai Noon,Western,56932305,1971
Snow Dogs,Comedy,81150692,1951
Snow Falling on Cedars,Drama,14378353,1917
Sunshine,Thriller/Suspense,3688560,1954
Snatch,Black Comedy,30093107,1996
Snow Day,Comedy,60008303,1953
Sorority Boys,Comedy,10198766,1971
Solaris,Drama,14970038,1975
Solitary Man,Drama,4354546,1934
The Soloist,Drama,31720158,1979
Songcatcher,Drama,3050934,1996
Standard Operating Procedure,Documentary,228830,1988
The Sorcerer's Apprentice,Adventure,62492818,1917
Soul Food,Comedy,43492389,1917
Soul Plane,Comedy,13922211,1900
"South Park: Bigger, Longer & Uncut",Comedy,52037603,1926
Space Jam,Comedy,90463534,1974
Spanglish,Comedy,42044321,1947
Spawn,Action,54979992,1965
Superbad,Comedy,121463226,1950
SpongeBob SquarePants,Adventure,85416609,1945
Space Chimps,Adventure,30105968,1910
Space Cowboys,Adventure,90454043,1917
Spider,Drama,1641788,1922
Speed Racer,Action,43945766,1947
The Spiderwick Chronicles,Adventure,71195053,1983
Speed II: Cruise Control,Action,48097081,1972
Sphere,Horror,37068294,1943
Spiceworld,Comedy,29342592,1956
Spider-Man 2,Adventure,373524485,1964
Spider-Man 3,Adventure,336530303,1987
Spider-Man,Adventure,403706375,1941
Scott Pilgrim vs. The World,Comedy,31167395,1927
See Spot Run,Comedy,33357476,1915
Superman Returns,Adventure,200120000,1925
Supernova,Action,14218868,1985
Spirited Away,Adventure,10049886,1993
Spy Game,Action,62362560,1910
Spy Kids 2: The Island of Lost Dreams,Adventure,85846296,1912
Spy Kids 3-D: Game Over,Adventure,111760631,1926
Spy Kids,Adventure,112692062,1960
The Square,Thriller/Suspense,406216,1966
The Squid and the Whale,Drama,7372734,1980
Serendipity,Romantic Comedy,50255310,1925
Saint Ralph,Comedy,795126,1955
Shaolin Soccer,Comedy,488872,1946
Superstar,Comedy,30628981,1932
Soul Survivors,Horror,3100650,1970
Spirit: Stallion of the Cimarron,Adventure,73215310,1961
Star Wars Ep. II: Attack of the Clones,Adventure,310676740,1959
Star Wars Ep. III: Revenge of the Sith,Adventure,380270577,1915
Starship Troopers,Action,54768952,1993
The Station Agent,Drama,5801558,1960
Stay Alive,Horror,23086480,1915
Small Time Crooks,Comedy,17266359,1968
Steel,Action,1686429,1939
How Stella Got Her Groove Back,Drama,37672944,1976
The Stepford Wives,Comedy,59475623,1935
Stepmom,Drama,91137662,1928
Stomp the Yard,Drama,61356221,1980
Stranger Than Fiction,Comedy,40435190,1963
Stick It,Comedy,26910736,1969
Stigmata,Horror,50041732,1981
A Stir of Echoes,Thriller/Suspense,21133087,1997
Street Kings,Thriller/Suspense,26415649,1927
Stuart Little,Comedy,140015224,1997
Stuart Little 2,Comedy,64956806,1969
Stealth,Action,32116746,1950
Steamboy,Action,468867,1917
The Statement,Thriller/Suspense,765637,1955
Stop-Loss,Drama,10915744,1942
The Perfect Storm,Drama,182618434,1981
The Story of Us,Romantic Comedy,27100030,1911
The Stepfather,Thriller/Suspense,29062561,1939
State of Play,Thriller/Suspense,37017955,1965
The Sisterhood of the Traveling Pants 2,Adventure,44089964,1992
Sisterhood of the Traveling Pants,Drama,39053061,1924
Step Up,Drama,65328121,1960
The Straight Story,Drama,6197866,1931
Star Trek: First Contact,Adventure,92027888,1911
Star Trek: Insurrection,Adventure,70187658,1973
Star Trek: Nemesis,Adventure,43254409,1952
Alex Rider: Operation Stormbreaker,Action,659210,1997
The Strangers,Thriller/Suspense,52597610,1920
Super Troopers,Comedy,18492362,1960
Strangers with Candy,Comedy,2072645,1984
Star Wars Ep. I: The Phantom Menace,Adventure,431088297,1951
Stuck On You,Comedy,33832741,1997
Step Up 2 the Streets,Drama,58017783,1988
The Sum of All Fears,Action,118471320,1977
Sunshine State,Drama,3064356,1935
Supercross,Action,3102550,1966
Surf's Up,Adventure,58867694,1950
Surrogates,Action,38577772,1927
Summer of Sam,Drama,19288130,1957
Savage Grace,Drama,434417,1964
Saving Private Ryan,Drama,216335085,1964
S.W.A.T.,Action,116877597,1957
Sideways,Drama,71502303,1983
Shall We Dance?,Romantic Comedy,57887882,1958
Secret Window,Thriller/Suspense,47958031,1974
Swept Away,Romantic Comedy,598645,1924
Swimming Pool,Thriller/Suspense,10130108,1959
The Sidewalks of New York,Comedy,2402459,1974
Swimfan,Drama,28563926,1962
Sweet November,Drama,25288103,1972
Sydney White,Comedy,11892415,1914
Switchback,Action,6504442,1936
Star Wars: The Clone Wars,Adventure,35161554,1990
The Sweetest Thing,Romantic Comedy,24430272,1939
"Six Days, Seven Nights",Romantic Comedy,74339294,1914
Sex Drive,Comedy,8402485,1966
Sexy Beast,Drama,6946056,1979
Chinjeolhan geumjassi,Thriller/Suspense,211667,1975
"Synecdoche, New York",Drama,3081925,1940
Syriana,Thriller/Suspense,50824620,1935
Suspect Zero,Thriller/Suspense,8712564,1945
Tadpole,Comedy,2891288,1943
Tailor of Panama,Thriller/Suspense,13491653,1917
Taken,Thriller/Suspense,145000989,1995
Take the Lead,Drama,34742066,1910
Talladega Nights: The Ballad of Ricky Bobby,Comedy,148213377,1950
The Talented Mr. Ripley,Drama,81292135,1944
Tarnation,Documentary,592014,1950
Taxman,Comedy,9871,1975
Thunderbirds,Adventure,6768055,1993
The Best Man,Romantic Comedy,34102780,1929
Book of Shadows: Blair Witch 2,Horror,26421314,1929
The Cave,Horror,15007991,1997
This Christmas,Drama,49121934,1932
The Core,Action,31111260,1971
The Thomas Crown Affair,Drama,69304264,1920
The Damned United,Drama,449865,1910
The Tale of Despereaux,Adventure,50877145,1914
Team America: World Police,Comedy,32774834,1933
Tea with Mussolini,Drama,14395874,1914
Tears of the Sun,Action,43632458,1951
The Big Tease,Comedy,185577,1934
Not Another Teen Movie,Comedy,37882551,1920
Teeth,Comedy,347578,1974
Bridge to Terabithia,Drama,82234139,1937
Terminator 3: Rise of the Machines,Action,150358296,1941
Terminator Salvation: The Future Begins,Action,125322469,1923
Transformers,Action,319246193,1951
Transformers: Revenge of the Fallen,Action,402111870,1949
"The Goods: Live Hard, Sell Hard",Comedy,15122676,1936
The Greatest Game Ever Played,Drama,15331289,1940
The Ghost Writer,Thriller/Suspense,15541549,1984
Joheunnom nabbeunnom isanghannom,Action,128486,1935
The Beach,Drama,39778599,1915
The Box,Thriller/Suspense,15051977,1980
The Wild Thornberrys,Adventure,40108697,1928
Bug,Drama,7006708,1977
They,Horror,12840842,1990
The Eye,Thriller/Suspense,31418697,1976
The Fog,Horror,29511112,1950
The Thin Red Line,Drama,36400491,1945
Thirteen Days,Drama,34566746,1928
The Kid,Comedy,69688384,1924
The Man,Comedy,8330720,1994
House on Haunted Hill,Horror,40846082,1940
The One,Action,43905746,1926
Gwoemul,Action,2201923,1935
Thr3e,Thriller/Suspense,1008849,1995
Three to Tango,Romantic Comedy,10570375,1970
The Thirteenth Floor,Thriller/Suspense,11810854,1941
The 13th Warrior,Action,32698899,1943
The Tuxedo,Action,50586000,1943
The Tigger Movie,Adventure,4554533,1918
Timeline,Adventure,19480739,1923
The Adventures of Tintin: Secret of the Unicorn,Adventure,0,1996
Thirteen,Drama,4601043,1955
Titan A.E.,Adventure,22751979,1989
Titanic,Thriller/Suspense,600788188,1971
The Kids Are All Right,Comedy,20553799,1990
The League of Extraordinary Gentlemen,Adventure,66465204,1998
The Time Machine,Adventure,56684819,1978
Tomcats,Comedy,13558739,1990
The Mist,Horror,25593755,1971
TMNT,Action,54149098,1971
Tomorrow Never Dies,Action,125304276,1979
The Royal Tenenbaums,Black Comedy,52353636,1978
Lara Croft: Tomb Raider: The Cradle of Life,Adventure,65653758,1953
Lara Croft: Tomb Raider,Adventure,131144183,1959
The Day After Tomorrow,Adventure,186740799,1985
Topsy Turvy,Musical,6201757,1970
Torque,Action,21176322,1990
The Others,Horror,96522687,1992
The Town,Drama,30980607,1932
Toy Story 2,Adventure,245852179,1933
Toy Story 3,Adventure,410640665,1920
The Taking of Pelham 123,Action,65452312,1996
Treasure Planet,Adventure,38120554,1924
Traffic,Drama,124107476,1928
Thomas and the Magic Railroad,Adventure,15911332,1962
Training Day,Drama,76261036,1940
Traitor,Thriller/Suspense,23530831,1919
Trapped,Thriller/Suspense,6916869,1998
The Ring,Horror,129094024,1913
Trippin',Comedy,9017070,1991
Star Trek,Adventure,257730019,1948
The Terminal,Drama,77073959,1970
Transamerica,Drama,9015303,1912
The Transporter 2,Action,43095856,1968
The Transporter,Action,25296447,1981
The Road,Drama,8114270,1984
Tropic Thunder,Comedy,110461307,1983
Troy,Action,133298577,1951
xXx,Action,141930000,1953
Ta Ra Rum Pum,Comedy,872643,1997
The Truman Show,Drama,125618201,1972
